year,age_group,state,donations
2020,17-24,Melaka,2702
2020,17-24,Negeri Sembilan,1477
2020,17-24,Pahang,2554
2020,17-24,Perak,3463
2020,17-24,Pulau Pinang,2250
2020,17-24,Sabah,2605
2020,17-24,Sarawak,1994
2020,17-24,Selangor,2336
2020,17-24,Terengganu,1989
2020,17-24,W.P. Kuala Lumpur,12020
2020,25-29,Johor,2037
2020,25-29,Kedah,693
2020,25-29,Kelantan,665
2020,25-29,Malaysia,20647
2020,25-29,Melaka,1135
2020,25-29,Negeri Sembilan,691
2020,25-29,Pahang,1051
2020,25-29,Perak,1436
2020,25-29,Pulau Pinang,1274
2020,25-29,Sabah,1597
2020,25-29,Sarawak,1222
2020,25-29,Selangor,1218
2020,25-29,Terengganu,732
2020,25-29,W.P. Kuala Lumpur,6896
2020,30-34,Johor,1695
2020,30-34,Kedah,580
2020,30-34,Kelantan,521
2020,30-34,Malaysia,16164
2020,30-34,Melaka,720
2020,30-34,Negeri Sembilan,547
2020,30-34,Pahang,841
2020,30-34,Perak,1198
2020,30-34,Pulau Pinang,1063
2020,30-34,Sabah,1567
2020,30-34,Sarawak,1016
2020,30-34,Selangor,919
2020,30-34,Terengganu,499
2020,30-34,W.P. Kuala Lumpur,4998
2020,35-39,Johor,1504
2020,35-39,Kedah,498
2020,35-39,Kelantan,437
2020,35-39,Malaysia,14468
2020,35-39,Melaka,724
2020,35-39,Negeri Sembilan,519
2020,35-39,Pahang,807
2020,35-39,Perak,1084
2020,35-39,Pulau Pinang,1059
2020,35-39,Sabah,1437
2020,35-39,Sarawak,894
2020,35-39,Selangor,765
2020,35-39,Terengganu,509
2020,35-39,W.P. Kuala Lumpur,4231
2020,40-44,Johor,1121
2020,40-44,Kedah,298
2020,40-44,Kelantan,279
2020,40-44,Malaysia,9821
2020,40-44,Melaka,485
2020,40-44,Negeri Sembilan,344
2020,40-44,Pahang,543
2020,40-44,Perak,667
2020,40-44,Pulau Pinang,771
2020,40-44,Sabah,1012
2020,40-44,Sarawak,650
2020,40-44,Selangor,509
2020,40-44,Terengganu,350
2020,40-44,W.P. Kuala Lumpur,2792
2020,45-49,Johor,759
2020,45-49,Kedah,199
2020,45-49,Kelantan,176
2020,45-49,Malaysia,6508
2020,45-49,Melaka,267
2020,45-49,Negeri Sembilan,229
2020,45-49,Pahang,350
2020,45-49,Perak,426
2020,45-49,Pulau Pinang,516
2020,45-49,Sabah,706
2020,45-49,Sarawak,440
2020,45-49,Selangor,349
2020,45-49,Terengganu,218
2020,45-49,W.P. Kuala Lumpur,1873
2020,50-54,Johor,514
2020,50-54,Kedah,129
2020,50-54,Kelantan,121
2020,50-54,Malaysia,4475
2020,50-54,Melaka,176
2020,50-54,Negeri Sembilan,146
2020,50-54,Pahang,231
2020,50-54,Perak,386
2020,50-54,Pulau Pinang,315
2020,50-54,Sabah,790
2020,50-54,Sarawak,274
2020,50-54,Selangor,217
2020,50-54,Terengganu,93
2020,50-54,W.P. Kuala Lumpur,1083
2020,55-59,Johor,276
2020,55-59,Kedah,102
2020,55-59,Kelantan,71
2020,55-59,Malaysia,2202
2020,55-59,Melaka,108
2020,55-59,Negeri Sembilan,83
2020,55-59,Pahang,127
2020,55-59,Perak,185
2020,55-59,Pulau Pinang,153
2020,55-59,Sabah,231
2020,55-59,Sarawak,169
2020,55-59,Selangor,76
2020,55-59,Terengganu,72
2020,55-59,W.P. Kuala Lumpur,549
2020,60-64,Johor,25
2020,60-64,Kedah,4
2020,60-64,Kelantan,6
2020,60-64,Malaysia,166
2020,60-64,Melaka,8
2020,60-64,Negeri Sembilan,2
2020,60-64,Pahang,8
2020,60-64,Perak,10
2020,60-64,Pulau Pinang,12
2020,60-64,Sabah,21
2020,60-64,Sarawak,14
2020,60-64,Selangor,4
2020,60-64,Terengganu,4
2020,60-64,W.P. Kuala Lumpur,48
2021,17-24,Johor,2609
2021,17-24,Kedah,1950
2021,17-24,Kelantan,1209
2021,17-24,Malaysia,32110
2021,17-24,Melaka,2038
2021,17-24,Negeri Sembilan,882
2021,17-24,Pahang,1713
2021,17-24,Perak,2914
2021,17-24,Pulau Pinang,1794
2021,17-24,Sabah,1742
2021,17-24,Sarawak,1977
2021,17-24,Selangor,1283
2021,17-24,Terengganu,1711
2021,17-24,W.P. Kuala Lumpur,10288
2021,25-29,Johor,1788
2021,25-29,Kedah,600
2021,25-29,Kelantan,467
2021,25-29,Malaysia,17952
2021,25-29,Melaka,937
2021,25-29,Negeri Sembilan,578
2021,25-29,Pahang,780
2021,25-29,Perak,1381
2021,25-29,Pulau Pinang,1103
2021,25-29,Sabah,1294
2021,25-29,Sarawak,1177
2021,25-29,Selangor,844
2021,25-29,Terengganu,564
2021,25-29,W.P. Kuala Lumpur,6439
2021,30-34,Johor,1384
2021,30-34,Kedah,515
2021,30-34,Kelantan,345
2021,30-34,Malaysia,13512
2021,30-34,Melaka,660
2021,30-34,Negeri Sembilan,442
2021,30-34,Pahang,640
2021,30-34,Perak,1057
2021,30-34,Pulau Pinang,920
2021,30-34,Sabah,1045
2021,30-34,Sarawak,913
2021,30-34,Selangor,672
2021,30-34,Terengganu,401
2021,30-34,W.P. Kuala Lumpur,4518
2021,35-39,Johor,1399
2021,35-39,Kedah,539
2021,35-39,Kelantan,325
2021,35-39,Malaysia,12659
2021,35-39,Melaka,636
2021,35-39,Negeri Sembilan,432
2021,35-39,Pahang,671
2021,35-39,Perak,1161
2021,35-39,Pulau Pinang,824
2021,35-39,Sabah,980
2021,35-39,Sarawak,826
2021,35-39,Selangor,595
2021,35-39,Terengganu,349
2021,35-39,W.P. Kuala Lumpur,3922
2021,40-44,Johor,995
2021,40-44,Kedah,372
2021,40-44,Kelantan,194
2021,40-44,Malaysia,9002
2021,40-44,Melaka,447
2021,40-44,Negeri Sembilan,300
2021,40-44,Pahang,476
2021,40-44,Perak,697
2021,40-44,Pulau Pinang,719
2021,40-44,Sabah,843
2021,40-44,Sarawak,572
2021,40-44,Selangor,364
2021,40-44,Terengganu,277
2021,40-44,W.P. Kuala Lumpur,2746
2021,45-49,Johor,619
2021,45-49,Kedah,260
2021,45-49,Kelantan,173
2021,45-49,Malaysia,5681
2021,45-49,Melaka,313
2021,45-49,Negeri Sembilan,161
2021,45-49,Pahang,274
2021,45-49,Perak,440
2021,45-49,Pulau Pinang,488
2021,45-49,Sabah,531
2021,45-49,Sarawak,398
2021,45-49,Selangor,234
2021,45-49,Terengganu,178
2021,45-49,W.P. Kuala Lumpur,1612
2021,50-54,Johor,466
2021,50-54,Kedah,179
2021,50-54,Kelantan,96
2021,50-54,Malaysia,3724
2021,50-54,Melaka,208
2021,50-54,Negeri Sembilan,96
2021,50-54,Pahang,166
2021,50-54,Perak,295
2021,50-54,Pulau Pinang,259
2021,50-54,Sabah,407
2021,50-54,Sarawak,262
2021,50-54,Selangor,180
2021,50-54,Terengganu,139
2021,50-54,W.P. Kuala Lumpur,971
2021,55-59,Johor,231
2021,55-59,Kedah,109
2021,55-59,Kelantan,44
2021,55-59,Malaysia,1904
2021,55-59,Melaka,99
2021,55-59,Negeri Sembilan,46
2021,55-59,Pahang,82
2021,55-59,Perak,179
2021,55-59,Pulau Pinang,139
2021,55-59,Sabah,183
2021,55-59,Sarawak,145
2021,55-59,Selangor,77
2021,55-59,Terengganu,71
2021,55-59,W.P. Kuala Lumpur,499
2021,60-64,Johor,24
2021,60-64,Kedah,11
2021,60-64,Kelantan,5
2021,60-64,Malaysia,142
2021,60-64,Melaka,6
2021,60-64,Negeri Sembilan,5
2021,60-64,Pahang,6
2021,60-64,Perak,6
2021,60-64,Pulau Pinang,7
2021,60-64,Sabah,21
2021,60-64,Sarawak,11
2021,60-64,Selangor,3
2021,60-64,Terengganu,6
2021,60-64,W.P. Kuala Lumpur,31
2022,17-24,Johor,3084
2022,17-24,Kedah,3081
2022,17-24,Kelantan,2035
2022,17-24,Malaysia,49187
2022,17-24,Melaka,3285
2022,17-24,Negeri Sembilan,1461
2022,17-24,Pahang,3221
2022,17-24,Perak,5090
2022,17-24,Pulau Pinang,2213
2022,17-24,Sabah,2693
2022,17-24,Sarawak,1991
2022,17-24,Selangor,1991
2022,17-24,Terengganu,3147
2022,17-24,W.P. Kuala Lumpur,15895
2022,25-29,Johor,1871
2022,25-29,Kedah,469
2022,25-29,Kelantan,532
2022,25-29,Malaysia,18953
2022,25-29,Melaka,996
2022,25-29,Negeri Sembilan,561
2022,25-29,Pahang,736
2022,25-29,Perak,1543
2022,25-29,Pulau Pinang,1398
2022,25-29,Sabah,1320
2022,25-29,Sarawak,1194
2022,25-29,Selangor,1106
2022,25-29,Terengganu,545
2022,25-29,W.P. Kuala Lumpur,6682
2022,30-34,Johor,1462
2022,30-34,Kedah,402
2022,30-34,Kelantan,399
2022,30-34,Malaysia,14408
2022,30-34,Melaka,678
2022,30-34,Negeri Sembilan,411
2022,30-34,Pahang,663
2022,30-34,Perak,1067
2022,30-34,Pulau Pinang,1097
2022,30-34,Sabah,1177
2022,30-34,Sarawak,993
2022,30-34,Selangor,804
2022,30-34,Terengganu,393
2022,30-34,W.P. Kuala Lumpur,4862
2022,35-39,Johor,1281
2022,35-39,Kedah,395
2022,35-39,Kelantan,421
2022,35-39,Malaysia,13358
2022,35-39,Melaka,609
2022,35-39,Negeri Sembilan,402
2022,35-39,Pahang,622
2022,35-39,Perak,1139
2022,35-39,Pulau Pinang,987
2022,35-39,Sabah,1217
2022,35-39,Sarawak,888
2022,35-39,Selangor,730
2022,35-39,Terengganu,381
2022,35-39,W.P. Kuala Lumpur,4286
2022,40-44,Johor,1101
2022,40-44,Kedah,324
2022,40-44,Kelantan,335
2022,40-44,Malaysia,10612
2022,40-44,Melaka,472
2022,40-44,Negeri Sembilan,314
2022,40-44,Pahang,443
2022,40-44,Perak,785
2022,40-44,Pulau Pinang,773
2022,40-44,Sabah,943
2022,40-44,Sarawak,695
2022,40-44,Selangor,644
2022,40-44,Terengganu,351
2022,40-44,W.P. Kuala Lumpur,3432
2022,45-49,Johor,687
2022,45-49,Kedah,209
2022,45-49,Kelantan,259
2022,45-49,Malaysia,6870
2022,45-49,Melaka,292
2022,45-49,Negeri Sembilan,181
2022,45-49,Pahang,277
2022,45-49,Perak,514
2022,45-49,Pulau Pinang,490
2022,45-49,Sabah,626
2022,45-49,Sarawak,474
2022,45-49,Selangor,405
2022,45-49,Terengganu,172
2022,45-49,W.P. Kuala Lumpur,2284
2022,50-54,Johor,542
2022,50-54,Kedah,146
2022,50-54,Kelantan,154
2022,50-54,Malaysia,4858
2022,50-54,Melaka,235
2022,50-54,Negeri Sembilan,134
2022,50-54,Pahang,179
2022,50-54,Perak,435
2022,50-54,Pulau Pinang,354
2022,50-54,Sabah,550
2022,50-54,Sarawak,322
2022,50-54,Selangor,274
2022,50-54,Terengganu,139
2022,50-54,W.P. Kuala Lumpur,1394
2022,55-59,Johor,246
2022,55-59,Kedah,69
2022,55-59,Kelantan,94
2022,55-59,Malaysia,2464
2022,55-59,Melaka,134
2022,55-59,Negeri Sembilan,72
2022,55-59,Pahang,100
2022,55-59,Perak,215
2022,55-59,Pulau Pinang,175
2022,55-59,Sabah,241
2022,55-59,Sarawak,197
2022,55-59,Selangor,117
2022,55-59,Terengganu,70
2022,55-59,W.P. Kuala Lumpur,734
2022,60-64,Johor,32
2022,60-64,Kedah,4
2022,60-64,Kelantan,9
2022,60-64,Malaysia,205
2022,60-64,Melaka,21
2022,60-64,Negeri Sembilan,4
2022,60-64,Pahang,12
2022,60-64,Perak,15
2022,60-64,Pulau Pinang,4
2022,60-64,Sabah,23
2022,60-64,Sarawak,12
2022,60-64,Selangor,5
2022,60-64,Terengganu,8
2022,60-64,W.P. Kuala Lumpur,56
2023,17-24,Johor,2687
2023,17-24,Kedah,2766
2023,17-24,Kelantan,2538
2023,17-24,Malaysia,49617
2023,17-24,Melaka,3321
2023,17-24,Negeri Sembilan,1311
2023,17-24,Pahang,2804
2023,17-24,Perak,5004
2023,17-24,Pulau Pinang,2346
2023,17-24,Sabah,2877
2023,17-24,Sarawak,1974
2023,17-24,Selangor,1948
2023,17-24,Terengganu,3536
2023,17-24,W.P. Kuala Lumpur,16505
2023,25-29,Johor,1746
2023,25-29,Kedah,482
2023,25-29,Kelantan,542
2023,25-29,Malaysia,18197
2023,25-29,Melaka,801
2023,25-29,Negeri Sembilan,515
2023,25-29,Pahang,588
2023,25-29,Perak,1204
2023,25-29,Pulau Pinang,1592
2023,25-29,Sabah,1302
2023,25-29,Sarawak,1081
2023,25-29,Selangor,1201
2023,25-29,Terengganu,606
2023,25-29,W.P. Kuala Lumpur,6537
2023,30-34,Johor,1474
2023,30-34,Kedah,378
2023,30-34,Kelantan,392
2023,30-34,Malaysia,13477
2023,30-34,Melaka,588
2023,30-34,Negeri Sembilan,386
2023,30-34,Pahang,561
2023,30-34,Perak,815
2023,30-34,Pulau Pinang,1076
2023,30-34,Sabah,1251
2023,30-34,Sarawak,955
2023,30-34,Selangor,876
2023,30-34,Terengganu,412
2023,30-34,W.P. Kuala Lumpur,4313
2023,35-39,Johor,1307
2023,35-39,Kedah,371
2023,35-39,Kelantan,465
2023,35-39,Malaysia,12561
2023,35-39,Melaka,447
2023,35-39,Negeri Sembilan,410
2023,35-39,Pahang,631
2023,35-39,Perak,960
2023,35-39,Pulau Pinang,1005
2023,35-39,Sabah,1255
2023,35-39,Sarawak,919
2023,35-39,Selangor,740
2023,35-39,Terengganu,381
2023,35-39,W.P. Kuala Lumpur,3670
2023,40-44,Johor,1079
2023,40-44,Kedah,330
2023,40-44,Kelantan,367
2023,40-44,Malaysia,10124
2023,40-44,Melaka,352
2023,40-44,Negeri Sembilan,312
2023,40-44,Pahang,469
2023,40-44,Perak,699
2023,40-44,Pulau Pinang,748
2023,40-44,Sabah,1014
2023,40-44,Sarawak,672
2023,40-44,Selangor,620
2023,40-44,Terengganu,322
2023,40-44,W.P. Kuala Lumpur,3140
2023,45-49,Johor,724
2023,45-49,Kedah,188
2023,45-49,Kelantan,270
2023,45-49,Malaysia,6888
2023,45-49,Melaka,258
2023,45-49,Negeri Sembilan,224
2023,45-49,Pahang,274
2023,45-49,Perak,473
2023,45-49,Pulau Pinang,528
2023,45-49,Sabah,670
2023,45-49,Sarawak,472
2023,45-49,Selangor,429
2023,45-49,Terengganu,188
2023,45-49,W.P. Kuala Lumpur,2190
2023,50-54,Johor,615
2023,50-54,Kedah,142
2023,50-54,Kelantan,177
2023,50-54,Malaysia,4878
2023,50-54,Melaka,177
2023,50-54,Negeri Sembilan,132
2023,50-54,Pahang,193
2023,50-54,Perak,370
2023,50-54,Pulau Pinang,382
2023,50-54,Sabah,664
2023,50-54,Sarawak,328
2023,50-54,Selangor,270
2023,50-54,Terengganu,110
2023,50-54,W.P. Kuala Lumpur,1318
2023,55-59,Johor,246
2023,55-59,Kedah,70
2023,55-59,Kelantan,100
2023,55-59,Malaysia,2339
2023,55-59,Melaka,70
2023,55-59,Negeri Sembilan,83
2023,55-59,Pahang,63
2023,55-59,Perak,222
2023,55-59,Pulau Pinang,163
2023,55-59,Sabah,277
2023,55-59,Sarawak,199
2023,55-59,Selangor,129
2023,55-59,Terengganu,58
2023,55-59,W.P. Kuala Lumpur,659
2023,60-64,Johor,23
2023,60-64,Kedah,1
2023,60-64,Kelantan,8
2023,60-64,Malaysia,185
2023,60-64,Melaka,8
2023,60-64,Negeri Sembilan,3
2023,60-64,Pahang,9
2023,60-64,Perak,13
2023,60-64,Pulau Pinang,7
2023,60-64,Sabah,25
2023,60-64,Sarawak,17
2023,60-64,Selangor,7
2023,60-64,Terengganu,6
2023,60-64,W.P. Kuala Lumpur,58
2024,17-24,Johor,2029
2024,17-24,Kedah,1869
2024,17-24,Kelantan,1963
2024,17-24,Malaysia,32585
2024,17-24,Melaka,1921
2024,17-24,Negeri Sembilan,1216
2024,17-24,Pahang,1918
2024,17-24,Perak,2858
2024,17-24,Pulau Pinang,1750
2024,17-24,Sabah,1909
2024,17-24,Sarawak,1316
2024,17-24,Selangor,1566
2024,17-24,Terengganu,2214
2024,17-24,W.P. Kuala Lumpur,10056
2024,25-29,Johor,1241
2024,25-29,Kedah,374
2024,25-29,Kelantan,468
2024,25-29,Malaysia,13345
2024,25-29,Melaka,611
2024,25-29,Negeri Sembilan,438
2024,25-29,Pahang,490
2024,25-29,Perak,921
2024,25-29,Pulau Pinang,1109
2024,25-29,Sabah,1006
2024,25-29,Sarawak,739
2024,25-29,Selangor,938
2024,25-29,Terengganu,423
2024,25-29,W.P. Kuala Lumpur,4587
2024,30-34,Johor,1058
2024,30-34,Kedah,286
2024,30-34,Kelantan,365
2024,30-34,Malaysia,10387
2024,30-34,Melaka,397
2024,30-34,Negeri Sembilan,298
2024,30-34,Pahang,462
2024,30-34,Perak,730
2024,30-34,Pulau Pinang,760
2024,30-34,Sabah,957
2024,30-34,Sarawak,693
2024,30-34,Selangor,738
2024,30-34,Terengganu,326
2024,30-34,W.P. Kuala Lumpur,3317
2024,35-39,Johor,923
2024,35-39,Kedah,296
2024,35-39,Kelantan,349
2024,35-39,Malaysia,9045
2024,35-39,Melaka,351
2024,35-39,Negeri Sembilan,313
2024,35-39,Pahang,459
2024,35-39,Perak,629
2024,35-39,Pulau Pinang,652
2024,35-39,Sabah,888
2024,35-39,Sarawak,567
2024,35-39,Selangor,566
2024,35-39,Terengganu,315
2024,35-39,W.P. Kuala Lumpur,2737
2024,40-44,Johor,785
2024,40-44,Kedah,246
2024,40-44,Kelantan,312
2024,40-44,Malaysia,7499
2024,40-44,Melaka,330
2024,40-44,Negeri Sembilan,229
2024,40-44,Pahang,378
2024,40-44,Perak,577
2024,40-44,Pulau Pinang,552
2024,40-44,Sabah,722
2024,40-44,Sarawak,467
2024,40-44,Selangor,471
2024,40-44,Terengganu,257
2024,40-44,W.P. Kuala Lumpur,2173
2024,45-49,Johor,530
2024,45-49,Kedah,157
2024,45-49,Kelantan,180
2024,45-49,Malaysia,4921
2024,45-49,Melaka,184
2024,45-49,Negeri Sembilan,124
2024,45-49,Pahang,220
2024,45-49,Perak,341
2024,45-49,Pulau Pinang,387
2024,45-49,Sabah,454
2024,45-49,Sarawak,353
2024,45-49,Selangor,321
2024,45-49,Terengganu,172
2024,45-49,W.P. Kuala Lumpur,1498
2024,50-54,Johor,444
2024,50-54,Kedah,99
2024,50-54,Kelantan,113
2024,50-54,Malaysia,3419
2024,50-54,Melaka,124
2024,50-54,Negeri Sembilan,80
2024,50-54,Pahang,144
2024,50-54,Perak,245
2024,50-54,Pulau Pinang,255
2024,50-54,Sabah,402
2024,50-54,Sarawak,251
2024,50-54,Selangor,206
2024,50-54,Terengganu,100
2024,50-54,W.P. Kuala Lumpur,956
2024,55-59,Johor,221
2024,55-59,Kedah,69
2024,55-59,Kelantan,87
2024,55-59,Malaysia,1806
2024,55-59,Melaka,81
2024,55-59,Negeri Sembilan,39
2024,55-59,Pahang,64
2024,55-59,Perak,144
2024,55-59,Pulau Pinang,98
2024,55-59,Sabah,199
2024,55-59,Sarawak,131
2024,55-59,Selangor,110
2024,55-59,Terengganu,46
2024,55-59,W.P. Kuala Lumpur,517
2024,60-64,Johor,15
2024,60-64,Kedah,3
2024,60-64,Kelantan,13
2024,60-64,Malaysia,140
2024,60-64,Melaka,10
2024,60-64,Negeri Sembilan,2
2024,60-64,Pahang,8
2024,60-64,Perak,7
2024,60-64,Pulau Pinang,7
2024,60-64,Sabah,17
2024,60-64,Sarawak,13
2024,60-64,Selangor,5
2024,60-64,Terengganu,7
2024,60-64,W.P. Kuala Lumpur,33
